date,Headlines,Description,source,country_pair
2018-04-04,Kudlow says U.S. trade actions intended to uphold laws and customs of free trade,"U.S. President Donald Trump's top economic adviser, Larry Kudlow, said on Wednesday that U.S. trade actions against China are aimed at upholding the ""laws and customs of free trade.""",Reuters,CHN-USA
2018-04-04,Trade tension may pare U.S. growth 0.1-0.2 percent point: Moody's Analytics economist,"U.S. President Donald Trump's recent tariffs and retaliation from other nations, in particular China, may reduce domestic economic growth by 0.1 to 0.2 percentage point over the next 12 months, Moody's Analytics' chief economist Mark Zandi said on Wednesday.",Reuters,CHN-USA
2018-04-04,U.S. Commerce chief Ross: trade talks likely with China,"U.S. Commerce Secretary Wilbur Ross said on Wednesday he expects trade actions between the United States and China will likely lead to a negotiated deal, but that it was unclear whether such talks would happen by the end of May or later.",Reuters,CHN-USA
2018-04-04,Chinese companies react to U.S. tariffs announcement,"China hit back on Wednesday at the U.S. government's plan to slap tariffs on $50 billion in Chinese goods, retaliating with a list of similar duties on key U.S. imports, and adding to fears that the world's two largest economies are heading towards a trade war.",Reuters,CHN-USA
2018-04-04,Boeing shares fall after China announces tariffs on U.S. planes,"Boeing shares tumbled 7.2 percent in pre-market trading after China hit back at U.S. tariffs, announcing a raft of duties on key U.S. imports including aircraft.",Reuters,CHN-USA
2018-04-04,Chinese official says U.S. charge on forced tech transfer is groundless,China's Vice Commerce Minister Wang Shouwen said on Wednesday that the U.S. accusation that foreign firms are forced to transfer technology to China is groundless.,Reuters,CHN-USA
2018-04-04,Tariffs not the solution for intellectual property theft: MEMA,A trade group representing U.S. auto parts makers said on Wednesday it supported stronger bilateral engagement between the United States and China and that tariffs were not the solution for intellectual property theft.,Reuters,CHN-USA
2018-04-05,"Trump to urge Latam to look to U.S., not China, on trade: official","President Donald Trump, engaged in an escalating confrontation with Beijing over trade, will urge Latin American leaders next week to work with the United States - not China - on trade, a senior U.S. official said on Thursday.",Reuters,CHN-USA
2018-04-05,"U.S., China rivalry poses risks, benefits for Latin America","As the trade dispute between the United States and China was gaining steam last month, a half-dozen Chinese dancers and a person in a panda bear suit paraded across a stage inside a hotel lobby in the heart of Argentina's wine country.",Reuters,ARG-CHN
2018-04-05,"Dollar, stocks climb in relief rally over trade spat",The U.S. dollar gained and equity markets around the world jumped on Thursday as fears eased of a trade war between China and the United States after Washington expressed a willingness to negotiate.,Reuters,CHN-USA
2018-04-05,"Trump proposes $100 billion more in tariffs on China, cites IP","U.S. President Donald Trump said in a statement on Thursday that he has instructed U.S. trade officials to consider $100 billion in additional tariffs on China ""in light of China's unfair retaliation"" against earlier U.S. tariff actions.",Reuters,CHN-USA
2018-04-05,Brazil unclear on benefits of U.S.-China trade spat: minister,Brazil's agriculture minister Blairo Maggi said on Thursday that the country has yet to evaluate if there will be any benefits to its exports due to the trade dispute between the United States and China.,Reuters,BRA-CHN
2018-04-05,China launches WTO complaint on U.S. tariffs linked to IP issues,"China has sought consultations with the United States, the first step in a WTO dispute, over its announced tariffs on $50 billion worth of Chinese imports on grounds of alleged theft of U.S. intellectual property, the World Trade Organization said on Thursday.",Reuters,CHN-USA
2018-04-05,"Exclusive: U.S. willing to talk trade with China, no session set yet - official","The United States is willing to negotiate with China on trade, but only if talks are serious, as previous attempts produced little progress, a senior U.S. official told Reuters late on Thursday as trade tensions between the two nations escalated.",Reuters,CHN-USA
2018-04-05,Stock futures fall after Trump proposes $100 billion more in tariffs on China,U.S. stock futures fell more than 1 percent late on Thursday after U.S. President Donald Trump said he had instructed U.S. trade officials to consider $100 billion in additional tariffs on China.,Reuters,CHN-USA
2018-04-05,Key events in rapid escalation of U.S.-China trade dispute,"Washington and Beijing are slapping each other with tit-for-tat tariff threats, with U.S. President Donald Trump proposing another escalation of the dispute late on Thursday.",Reuters,CHN-USA
2018-04-05,Chinese state media slams latest U.S. tariff call as 'ridiculous' attempt at intimidation,"Chinese state media on Friday slammed Donald Trump's threat of more trade action against China as ""ridiculous"" after the U.S President called for an additional $100 billion of tariffs, escalating an already high-stakes trade dispute between the two nations.",Reuters,CHN-USA
2018-04-05,U.S. expects talks with China as trade fight escalates,"The United States voiced willingness on Wednesday to negotiate a resolution to an escalating trade fight with China after Beijing retaliated against proposed U.S. tariffs on $50 billion in Chinese goods by targeting key American imports, but the Chinese ambassador to Washington said it ""takes two to tango.""",Reuters,CHN-USA
2018-04-05,"China tariffs on U.S. business jets seen a boon for Canada's Bombardier, others","China's plan to slap tariffs on some U.S.-made planes will hit demand for Gulfstream and Boeing business jets but benefit Canada's Bombardier and other rivals seeking a larger share of Asia's biggest market, jet brokers and analysts said.",Reuters,CAN-CHN
2018-04-05,Jet weight puzzle to determine China tariff impact on Boeing,"China on Wednesday announced plans to place a 25 percent tariff on certain U.S. aircraft, in a move expected to affect some older Boeing Co narrowbody models, according to documents from China's Ministry of Commerce and the U.S. manufacturer.",Reuters,CHN-USA
2018-04-05,"China seeks WTO dispute resolution with U.S. over steel, aluminum tariffs",China's commerce ministry said on Thursday it has initiated a World Trade Organization (WTO) dispute resolution procedure over U.S. tariffs on its import of steel and aluminum.,Reuters,CHN-USA
2018-04-05,Trump adviser: Trade moves not intended to hurt U.S. sectors,"The Trump administration's recent trade actions toward China were not intended to punish any industries or the markets, but Beijing should shoulder the blame for any hit to the U.S. economy, White House economic adviser Larry Kudlow said on Thursday.",Reuters,CHN-USA
2018-04-05,Spanish judge prevents Swiss bank leaker Falciani from leaving country,Spain's High Court released Swiss bank whistleblower Herve Falciani from custody on Thursday but ordered him to remain in Spain while it considers an extradition request from Switzerland which wants to jail him for industrial sabotage.,Reuters,CHE-ESP
2018-04-05,Trump trade adviser says administration will help farmers: CNBC,"White House trade adviser Peter Navarro on Thursday defended U.S. trade action toward China, saying it ultimately would lead to free trade after imbalances are corrected and that the Trump administration would help American farmers who could take an economic hit in the process.",Reuters,CHN-USA
2018-04-06,India asks Hong Kong to arrest jeweler Nirav Modi in bank fraud,"India has asked authorities in Hong Kong to arrest jeweler Nirav Modi, one of the main suspects in a $2-billion fraud at state-run Punjab National Bank , the government said, suggesting it believes the fugitive is in the Chinese territory.",Reuters,HKG-IND
2018-04-06,'We can't just trust': The thinking behind Trump's get-tough approach to China,"When Liu He, Chinese President Xi Jinping's top economic adviser, came to Washington in late February, he was expected to make arrangements for restarting trade talks that President Donald Trump had put on ice.",Reuters,CHN-USA
